62.67
54.50
80.00
59.98
53.03
61.80
64.70
64.80
52.10
73.60
66.05
57.20
63.25
52.70
63.40
44.00
63.20
55.75
46.87
55.66
42.20
52.47
47.98
33.90
25.00
38.00
32.00
26.00
52.00
45.00
45.00
41.97
41.17
36.72
25.90
32.32
44.73
42.40
46.20
61.45
21.72
30.51
44.67
35.72
50.33
47.50
53.90
30.38
32.12
33.15
42.15
41.73
